5,Top,1
5,Middle,2
5,Front,4
5,on Ground,5
7,Standing,6
7,Seated,7
8,Back,8
8,Middle,9
8,Front,10
9,Back,11
9,Front,12
10,Standing,13
10,Middle,14
10,On Floor,15
11,Back,16
11,Seated,17
12,Standing,18
12,Seated,19
13,Back,20
13,Middle,21
13,Front,22
14,Standing,23
14,Seated,24
17,Standing,25
17,Seated,26
17,,27
18,Standing,28
18,Seated,29
19,Standing,30
19,Seated,31
20,Standing,32
20,Seated,33
22,4th Row,34
22,3rd Row,35
22,2nd Row,36
22,1st Row,37
23,Standing,38
23,Seated,39
24,Standing,40
24,Seated,41
27,Standing,42
15,Standing,43
25,Standing,44
26,Standing,45
28,Back,46
28,Middle,47
28,Front,48
29,Back,49
29,Middle,50
29,Seated,51
30,Back,52
30,4th (Standing),53
30,3rd (Seated),54
30,2nd (Seated),55
30,front (mascots),56
31,Back,57
31,3rd (Standing),58
31,2nd (Seated),59
31,Front (Seated),60
32,Standing,61
32,Seated,62
33,Back,63
33,Middle,64
33,Seated,65
34,Standing,66
34,Seated,67
35,Standing,68
35,Seated,69
36,Standing,70
36,Seated (in chairs),71
36,Seated (on ground),72
37,Standing,73
37,Seated,74
38,Standing,75
38,Kneeling,76
38,Sitting,77
39,Standing,78
39,Seated,79
40,Standing,80
40,Seated,81
41,Standing,82
41,Seating,83
41,Front center: (mascot) DeMoss,84
42,Standing,85
42,Kneeling,86
43,Standing,87
43,Seated,88
44,Seated,89
44,Standing,90
45,Seated,91
45,Standing,92
46,Seated,93
46,Standing,94
47,Seated,95
47,Standing,96
48,Front,97
48,Middle (Seated),98
48,Standing,99
49,Seated,100
49,Standing,101
50,Seated,102
50,Standing,103
51,Seated,104
51,Standing,105
52,Seated,106
52,Standing,107
53,Seated,108
53,Standing,109
54,Seated,110
54,Middle,111
54,Back,112
55,Seated,113
55,Standing,114
56,Seated,115
56,Standing,116
57,Front,117
57,Middle,118
57,Standing,119
58,Seated,120
58,Standing,121
59,Seated,122
59,Standing,123
60,Seated,124
60,Standing,125
61,Seated,126
61,Standing,127
62,Seated,128
62,Standing,129
63,Seated,130
63,Middle (Jersey Numbers Fully Viewable),131
63,Back (Jersey Number Not Fully Viewable),132
64,First,133
64,Second,134
64,Third,135
64,Fourth,136
65,Front,137
65,Middle,138
65,Standing,139
66,Seated,140
66,Standing,141
67,Front,142
67,Middle,143
67,Back,144
68,Seated,145
68,Standing,146
69,Seated,147
69,Standing,148
70,Standing,149
70,Seated,150
71,Back,151
71,Middle,152
71,Front,153
72,Seated,154
72,Standing,155
73,Standing,156
73,Seated,157
74,Standing,158
74,Seated,159
75,Standing,160
75,Seated,161
16,Standing,162
21,Standing,163
27,Seated,164
77,Standing,165
78,Back,166
78,Middle,167
78,Front,168
79,Standing,169
79,Seated,170
80,Standing,171
80,Seated,172
81,Standing,173
81,Seated,174
82,Back,175
82,Middle,176
82,Seated,177
83,Standing,178
83,Seated,179
84,Standing,180
84,Seated,181
85,Back,182
85,Middle,183
85,Seated,184
86,Back,185
86,Middle,186
86,Seated,187
87,Standing,188
87,Seated,189
88,Standing,190
88,Seated,191
89,Back,192
89,Middle,193
89,Seated,194
90,Standing,195
90,Seated,196
91,Standing,197
91,Seated,198
92,Back,199
92,Middle,200
92,Seated,201
93,Standing,202
93,Seated,203
94,Standing,204
94,Seated,205
95,Back,206
95,Middle,207
95,Seated,208
96,Standing,209
96,Seated,210
97,Back,211
97,Middle,212
98,Back,213
97,Front,214
98,Middle,215
98,Front,216
99,Back,217
99,Third,218
99,Second,219
99,Front,220
100,Standing,221
100,Seated,222
101,Standing,223
101,Seated,224
102,Standing,225
102,Middle,226
102,Front,227
103,Standing,228
103,Middle,229
103,Front,230
104,Back,231
104,Middle,232
104,Seated,233
105,Standing,234
106,Standing,235
106,Seated,236
107,Standing,237
107,Seated,238
108,Standing,239
108,Middle,240
108,Front,241
109,Standing,242
109,Seated,243
110,Standing,244
110,Seated,245
111,Standing,246
111,Seated,247
112,Back,248
112,Front,249
113,Back,250
113,Middle,251
113,Front,252
114,Back,253
114,Middle,254
114,Front,255
115,Standing,256
115,Seated,257
116,Standing,258
117,Standing,259
117,Seated,260
118,Standing,261
118,Middle,262
118,Front,263
119,Standing,264
119,Seated,265
120,Standing,266
120,Seated,267
121,Standing,268
121,Middle,269
121,Front,270
122,Back,271
122,Middle,272
122,Front,273
123,Back,274
123,Third,275
123,Second,276
123,Front,277
124,Standing,278
124,Seated,279
125,Standing,280
125,Kneeling,281
126,Back,282
126,Front,283
127,Third,284
127,Second,285
127,First,286
128,Standing,287
128,Seated,288
129,Standing,289
129,Seated,290
130,First,291
130,Second,292
130,Third,293
130,Fourth,294
131,Seated,295
131,Standing,296
132,Standing,297
133,Seated,298
133,Standing,299
134,Seated,300
134,Standing,301
135,Standing,302
135,Middle,303
135,Front,304
136,First,305
136,Second,306
136,Third,307
136,Fourth,308
137,First,309
137,Second,310
137,Third,311
137,Fourth,312
138,Seated,313
138,Standing,314
139,Kneeling,315
139,Standing,316
140,Seated,317
140,Standing,318
141,Kneeling,319
141,Standing,320
142,Fourth,321
142,Third,322
142,Second,323
142,First,324
143,First,325
143,Second,326
143,Third,327
144,First,328
144,Second,329
144,Third,330
145,First,331
145,Second,332
145,Third,333
146,Seated,334
146,Standing,335
147,First,336
147,Second,337
147,Third,338
148,Standing,339
148,Kneeling,340
149,Seated,341
149,Second,342
149,Third,343
150,Semicircle,344
151,First,345
151,Second,346
151,Third,347
152,Top,348
152,Middle,349
152,Seated,350
153,Kneeling,351
153,Standing,352
154,Standing,353
154,Kneeling,354
155,Kneeling,355
155,Standing,356
156,Prone,357
156,Kneeling,358
156,Standing,359
157,Seated,360
157,Standing,361
158,Front,362
158,Second,363
158,Third,364
158,Top,365
159,Front,366
159,Second,367
159,Third,368
159,Fourth,369
160,Front,370
160,Second,371
160,Third,372
161,Front,373
161,Second,374
162,Front,375
162,Middle,376
162,Top,377
163,Front,378
163,Second,379
163,Third,380
164,Front,381
164,Second,382
164,Third,383
164,Top,384
165,Front,385
165,Second,386
166,Semicircle,387
167,Kneeling,388
167,Standing,389
168,Standing,390
169,Prone,391
169,Kneeling,392
169,Standing,393
170,Front,394
170,Second,395
170,Third,396
170,Fourth,397
171,Front,398
171,Second,399
172,Kneeling,400
172,Standing,401
173,Front,402
173,Second,403
173,Third,404
174,Kneeling,405
174,Standing,406
175,Standing,407
176,Front,408
176,Second,409
176,Third,410
176,Fourth,411
177,Semicircle,412
178,Kneeling,413
178,Standing,414
179,Seated,415
179,Standing,416
180,Front,417
180,Second,418
180,Third,419
181,Kneeling,420
181,Standing,421
182,Seated,422
182,Kneeling,423
182,Standing,424
183,Front,425
183,Second,426
183,Third,427
184,Kneeling,428
184,Standing,429
185,Front,430
185,Third,431
186,Front,432
186,Second,433
187,Kneeling,434
187,Second,435
188,Front,436
188,Second,437
188,Third,438
188,Fourth,439
189,Center,440
189,Semicircle,441
190,Front,442
190,Second,443
190,Third,444
191,Front,445
191,Second,446
191,Third,447
191,Fourth,448
192,Kneeling,449
192,Standing,450
193,Center,451
193,Semicircle,452
194,Front,453
194,Second,454
194,Third,455
195,Front,456
195,Second,457
196,Front,458
196,Second,459
196,Third,460
197,Front,461
197,Second,462
197,Third,463
198,Standing,464
199,Kneeling,465
199,Standing,466
200,Front,467
200,Second,468
200,Third,469
200,Fourth,470
201,Front,471
201,Back,472
202,Standing,473
203,Front,474
203,Second,475
203,Third,476
204,Center,477
204,Standing,478
205,Kneeling,479
205,Standing,480
206,Kneeling,481
206,Standing,482
207,Seated,483
207,Kneeling,484
207,Standing,485
208,Kneeling,486
208,Standing,487
209,Kneeling,488
209,Standing,489
210,Front,490
210,Second (seated),491
210,Standing,492
211,Front,493
211,Second,494
211,Third,495
212,Front,496
212,Second,497
212,Third,498
213,Kneeling,499
213,Standing,500
214,Kneeling,501
214,Standing,502
215,Front,503
215,Second,504
215,Third,505
216,Front,506
216,Second,507
216,Third,508
217,Standing,509
218,Kneeling,510
218,Standing,511
219,Center,512
219,Semicircle,513
220,Kneeling,514
220,Standing,515
221,Front,516
221,Second,517
222,Front,518
222,Second,519
222,Third,520
223,Front,521
223,Second,522
224,Front,523
224,Second,524
224,Third,525
225,Kneeling,526
225,Standing,527
226,Front,528
226,Second,529
227,Front,530
227,Second,531
227,Third,532
227,Fourth,533
228,Front,534
228,Second,535
229,Kneeling,536
229,Standing,537
230,Center,538
230,Semicircle,539
231,Kneeling,540
231,Standing,541
232,Seated,542
232,Standing,543
233,Front,544
233,Second,545
234,Front,546
234,Second,547
234,Third,548
235,Seated,549
235,Second,550
236,Center,551
236,Semicircle,552
237,Standing,553
238,Standing,554
238,Seated,555
239,Seated,556
239,Standing,557
240,Seated,558
240,Standing,559
241,Front,560
241,Second,561
241,Third,562
242,Front,563
242,Second,564
243,Standing,565
243,Kneeling,566
244,Front,567
244,Second,568
244,Third,569
245,Front,570
245,Second,571
245,Third,572
245,Fourth,573
246,Front,574
246,Second,575
246,Third,576
247,Front,577
247,Second,578
248,Front,579
248,Second,580
249,Front,581
249,Second,582
249,Third,583
250,Front,584
250,Second,585
250,Third,586
251,Center,587
251,Semicircle,588
252,Seated,589
252,Standing,590
253,Standing,591
253,Sneeling,592
254,Front,593
254,Second,594
254,Third,595
254,Fourth,596
255,Standing,597
256,Kneeling,598
256,Standing,599
257,Seated,600
257,Kneeling,601
257,Standing,602
258,Seated,603
258,Kneeling,604
258,Standing,605
259,Kneeling,606
259,Standing,607
260,Front,608
260,Second,609
260,Third,610
261,Seated,611
261,Second,612
261,Third,613
262,Front,614
262,Second,615
263,Front,616
263,Second,617
263,Third,618
264,Standing,619
265,Center,620
265,Rear,621
266,Front,622
266,Second,623
267,Front,624
267,Second,625
267,Third,626
267,Fourth,627
268,Standing,628
269,Kneeling,629
269,Standing,630
270,Front,631
270,Second,632
270,Third,633
270,Fourth,634
262,Third,635
271,Standing,636
272,Kneeling,637
272,Standing,638
273,Front,639
273,Second,640
273,Third,641
274,Center,642
274,Semicircle,643
275,Seated,644
275,Standing,645
276,Front,646
276,Second,647
276,Third,648
276,Fourth,649
277,Standing,650
278,Front,651
278,Back,652
279,Kneeling,653
279,Standing,654
280,Front,655
280,Second,656
280,Third,657
281,Front,658
281,Second,659
281,Third,660
282,Front,661
282,Second,662
282,Third,663
283,Seeeated,664
283,Standing,665
284,Standing,666
285,Kneeling,667
285,Standing,668
286,Seated,669
286,Standing,670
287,Front,671
287,Second,672
288,Center,673
288,Semicircle,674
289,Standing,675
290,Front,676
290,Second,677
290,Third,678
,Fourth,679
290,Fourth,680
291,First,681
291,Second,682
291,Standing,683
292,First,684
292,Second,685
292,Third,686
292,Fourth,687
293,Kneeling,688
293,Standing,689
294,Seated,690
294,Standing,691
295,Seated,692
295,Standing,693
296,Kneeling,694
296,Standing,695
297,Seated,696
297,Kneeling,697
297,Standing,698
298,Center,699
298,Standing,700
299,Kneeling,701
299,Standing,702
300,Front,703
300,Second,704
300,Third,705
301,Front,706
301,Second,707
302,Front,708
302,Second,709
302,Third,710
302,Fourth,711
303,Standing,712
304,Kneeling,713
304,Standing,714
305,Front,715
305,Second,716
305,Third,717
306,Front,718
306,Second,719
307,Standing,720
308,Center,721
308,Standing,722
309,Front,723
309,Second,724
309,Third,725
309,Fourth,726
310,First,727
310,Second,728
310,Third,729
311,Front,730
311,Second,731
311,Standing,732
312,Kneeling,733
312,Standing,734
313,Standing,735
314,Kneeling,736
314,Standing,737
315,Back,738
315,Bottom,739
316,Left to Right,740
317,Seated,741
317,Second,742
317,Third,743
318,Standing,744
318,Middle,745
318,Bottom,746
319,Top,747
319,Middle,748
319,Bottom,749
320,Front,750
320,Second,751
320,Third,752
321,Front,753
321,Second,754
321,Third,755
322,Front,756
322,Second,757
323,Front,758
323,Second,759
323,Third,760
324,Front,761
324,Second,762
325,Front,763
325,Second,764
326,Standing,765
327,Front,766
327,Second,767
327,Third,768
327,Fourth,769
328,Front,770
328,Second,771
329,Front,772
329,Second,773
330,First,774
330,Second,775
330,Third,776
331,Front,777
331,Second,778
331,Third,779
332,Kneeling,780
332,Standing,781
333,First,782
333,Second,783
334,Seated,784
334,Standing,785
335,Front,786
335,Middle,787
335,Back,788
336,Seated,789
336,Standing,790
337,First,791
337,Second,792
337,Third,793
338,Kneeling,794
338,Standing,795
339,Kneeling,796
339,Standing,797
340,Kneeling,798
340,Standing,799
341,First,800
341,Second,801
341,Third,802
341,Fourth,803
342,Standing,804
343,Standing,805
343,Seated,806
344,Seated,807
344,Standing,808
345,Kneeling,809
345,Standing,810
346,Kneeling,811
346,Standing,812
347,Front,813
347,Middle,814
347,Back,815
348,First,816
348,Second,817
348,Third,818
349,Front,819
349,Middle,820
349,Back,821
350,Front,822
350,Middle,823
350,Back,824
351,Standing,825
352,Standing,826
353,Kneeling,827
353,Standing,828
354,Front,829
354,Middle,830
354,Back,831
355,Kneeling,832
355,Standing,833
356,First,834
356,Second,835
356,Third,836
357,Front,837
357,Second,838
357,Third,839
358,Front,840
358,Second,841
358,Third,842
359,Kneeling,843
359,Standing,844
360,Front,845
360,Second,846
360,Third,847
361,Kneeling,848
362,Standing,849
363,Standing,850
364,Front,851
364,Second,852
364,Third,853
364,Fourth,854
365,Front,855
365,Second,856
365,Third,857
366,Bottom,858
366,Second,859
366,Top,860
367,Bottom,861
367,Top,862
368,Bottom,863
368,Top,864
369,Bottom,865
369,Top,866
370,Bottom,867
370,Top,868
371,Bottom,869
371,Top,870
372,Bottom,871
372,Second,872
372,Third,873
373,Front,874
373,Middle,875
373,Back,876
374,Kneeling,877
374,Standing,878
375,Standing,879
376,Bottom,880
376,Second,881
376,Third,882
376,Fourth,883
377,Kneeling,884
377,Standing,885
378,Kneeling,886
378,Standing,887
379,First,888
379,Second,889
379,Third,890
380,Front,891
380,Back,892
381,Seated,893
381,Kneeling,894
381,Standing,895
382,Front,896
382,Back,897
383,Kneeling,898
383,Standing,899
384,Standing,900
385,Front,901
385,Standing,902
386,Kneeling,903
386,Seated,904
386,Standing,905
387,Kneeling,906
387,Standing,907
388,Standing,908
389,Standing,909
389,Front,910
390,First,911
390,Second,912
390,Third,913
391,Standing,914
391,Kneeling,915
392,Front,916
392,Second,917
393,First,918
393,Second,919
393,Third,920
394,Bak,921
394,Center,922
394,Front,923
395,Standing,924
395,Kneeling,925
396,Back,926
396,Front,927
397,Back,928
397,Center,929
